LOY;LOYm2;Q11;INSSEC;annee_enquete;Q12;etat_2000_dbl_vitr;Q33;deuxieme_salle_bain;nbre_garage;convecteur;abs_regul_thermique;abs_espace_recreatif;abs_eau_chaude;rangement;etat_a_installation_elec;etat_b_installation_gaz;etat_c_evacuation_gaz;etat_d_chauffe_eau;etat_e_plomberie;etat_f_chassis;etat_g_isolation_thermique;etat_h_isolation_sonore;etat_i_chauffage;etat_j_escalier;etat_k_revetements_sol;etat_l_peintures_interieures;etat_m_cuisine;etat_n_sanitaires;etat_o_espaces_communs;REV;Q67a;Q67b;Q67c;Q67d;Q67e;Q14;m2;type_logement;type_logement2
513.2938793343151;46.66307993948319;11;21004B411;2018;NA;2;5;NA;NA;0;0;NA;0;NA;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 500 € à 1000 €;0;0;1;0;0;NA;11;NA;NA
1077.9171466020616;17.965285776701027;60;21005A00-;2018;Appartement1;NA;5;0;0;0;0;1;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;0;0;0;1;0;1;60;Appartement1;Appartement1
718.611431068041;10.414658421275957;69;21005A042;2018;Appartement2;2;3;0;0;0;0;0;0;1;4;4;4;5;3;4;4;3;5;4;4;3;4;4;2;De 3001 € à 3500 €;0;0;0;2;0;2;69;Appartement2;Appartement2
718.611431068041;14.37222862136082;50;21011A01-;2018;Appartement3;2;5;0;0;0;0;0;0;1;6;6;6;6;6;6;5;4;5;5;5;5;5;5;5;Refus de répondre;2;0;0;2;0;3;50;Appartement3;Appartement3
718.611431068041;11.97685718446735;60;21011A01-;2018;Appartement2;1;4;0;0;NA;1;1;0;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;Refus de répondre;2;0;1;1;0;2;60;Appartement2;Appartement2
667.2820431346096;12.132400784265629;55;21011A01-;2018;Appartement2;1;2;0;1;NA;0;0;0;1;4;3;3;3;2;2;2;1;4;NA;4;5;3;4;4;Refus de répondre;0;0;0;2;0;2;55;Appartement2;Appartement2
785.339635381502;11.219137648307171;70;21011A01-;2018;Appartement2;1;3;0;0;0;0;1;0;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;Refus de répondre;2;0;0;2;0;2;70;Appartement2;Appartement2
846.9349009016198;12.099070012880283;70;21011A01-;2018;Appartement2;1;3;0;0;0;0;0;0;1;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;0;0;3;1;0;2;70;Appartement2;Appartement2
615.952655201178;12.31905310402356;50;21011A01-;2018;Appartement1;1;3;0;0;0;NA;0;1;0;5;NA;NA;6;5;5;4;4;NA;5;5;5;3;3;5;Refus de répondre;1;0;0;2;0;1;50;Appartement1;Appartement1
359.3057155340205;6.532831191527646;55;21011A01-;2018;Appartement2;2;4;0;0;NA;0;0;0;1;5;5;5;4;4;4;4;2;5;5;5;4;5;5;5;Refus de répondre;0;1;2;2;0;2;55;Appartement2;Appartement2
718.611431068041;11.97685718446735;60;21011A01-;2018;Appartement2;2;3;0;0;0;0;0;0;1;6;5;5;5;5;5;5;4;5;NA;6;5;5;5;5;Refus de répondre;1;0;0;1;0;2;60;Appartement2;Appartement2
641.6173491678937;18.33192426193982;35;21009A41-;2018;Studio;2;5;0;0;0;0;0;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 2001 € à 2500 €;0;0;0;1;0;0;35;Studio;Studio_Appartement0
2055.2286928545973;10.276143464272986;200;21009A40-;2018;Appartement4;1;3;1;0;0;0;0;0;1;4;5;NA;NA;3;5;4;3;3;5;5;6;3;3;4;Plus de 3500 €;0;0;0;5;0;5;200;Appartement4;Appartement4
512.2672915756464;12.806682289391158;40;21009A451;2018;Studio;2;2;0;0;0;0;1;0;1;5;5;3;3;4;5;NA;3;NA;3;4;4;3;3;5;De 1501 € à 2000 €;0;0;1;0;0;0;40;Studio;Studio_Appartement0
718.611431068041;13.065662383055292;55;21004C54-;2018;Studio;1;3;0;0;0;0;1;0;1;5;5;NA;NA;4;4;4;3;6;6;6;4;4;4;4;De 1501 € à 2000 €;0;0;0;1;0;0;55;Studio;Studio_Appartement0
513.2938793343151;NA;NA;21011A00-;2018;Appartement3;2;1;0;0;NA;0;1;0;1;2;2;2;3;3;2;2;1;2;2;2;2;2;2;2;Refus de répondre;2;1;1;2;0;3;NA;Appartement3;Appartement3
975.2583707351986;6.501722471567991;150;21011A00-;2018;Appartement3;2;3;1;0;0;0;0;0;0;4;3;3;3;3;6;4;4;4;5;5;4;5;4;5;De 1501 € à 2000 €;0;0;0;1;0;3;150;Appartement3;Appartement3
667.2820431346096;11.121367385576827;60;21011A00-;2018;Appartement2;2;3;0;0;0;0;1;0;0;6;6;6;5;6;5;5;4;5;5;5;5;4;4;4;Refus de répondre;2;0;0;2;0;2;60;Appartement2;Appartement2
759.6749414147862;11.687306790996711;65;21011A00-;2018;Appartement2;1;2;0;0;NA;0;1;0;0;4;5;5;5;5;4;4;3;5;3;3;3;3;4;3;Refus de répondre;2;1;0;1;0;2;65;Appartement2;Appartement2
698.0796758946684;6.980796758946684;100;21011A00-;2018;Appartement3;2;4;0;0;NA;0;0;0;0;4;5;6;6;6;6;6;5;6;6;5;5;6;6;6;Refus de répondre;0;2;2;2;0;3;100;Appartement3;Appartement3
636.4844103745506;9.092634433922152;70;21011A00-;2018;Appartement2;2;3;0;0;NA;0;1;0;1;3;3;4;6;5;4;5;2;5;5;5;5;5;5;5;De 1501 € à 2000 €;1;0;0;2;0;2;70;Appartement2;Appartement2
513.2938793343151;7.33276970477593;70;21015A33-;2018;Appartement2;2;4;0;0;0;0;1;1;0;NA;NA;NA;NA;NA;6;5;5;5;4;5;5;5;5;5;De 1501 € à 2000 €;1;0;0;2;0;2;70;Appartement2;Appartement2
615.952655201178;9.47619469540274;65;21015A33-;2018;Appartement2;2;4;0;0;0;0;0;1;1;NA;5;5;4;5;4;5;4;6;4;5;5;5;5;5;De 2001 € à 2500 €;2;0;0;2;0;2;65;Appartement2;Appartement2
646.750287961237;11.759096144749762;55;21015A33-;2018;Appartement1;2;3;0;0;0;0;1;0;0;4;4;5;5;4;5;5;4;6;4;4;4;3;6;NA;De 2501 € à 3000 €;0;0;0;1;0;1;55;Appartement1;Appartement1
667.2820431346096;11.121367385576827;60;21015A33-;2018;Appartement2;2;4;0;0;0;0;1;0;0;6;4;5;5;5;4;6;4;5;6;5;5;6;5;NA;De 2001 € à 2500 €;1;0;0;2;0;2;60;Appartement2;Appartement2
718.611431068041;9.58148574757388;75;21015A32-;2018;Appartement2;1;3;0;0;0;0;1;0;0;5;NA;NA;5;NA;5;5;4;5;NA;5;4;5;5;NA;De 2001 € à 2500 €;1;0;0;1;0;2;75;Appartement2;Appartement2
718.611431068041;17.965285776701027;40;21010A03-;2018;Appartement1;2;3;0;0;0;0;0;0;0;4;3;3;4;4;5;4;2;5;5;5;5;3;2;4;De 1001 € à 1500 €;1;0;0;2;0;1;40;Appartement1;Appartement1
872.5995948683355;7.9327235897121415;110;21010A03-;2018;Appartement2;2;3;0;0;0;0;0;0;0;3;5;5;4;6;5;4;3;3;4;4;2;2;2;4;Refus de répondre;0;0;0;1;0;2;110;Appartement2;Appartement2
1334.5640862692192;12.132400784265629;110;21010A00-;2018;Appartement2;2;3;1;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;NA;4;4;5;5;5;Refus de répondre;1;1;0;2;0;2;110;Appartement2;Appartement2
1015.2952933232751;13.53727057764367;75;21010A00-;2018;Appartement3;2;4;0;1;0;0;0;0;1;5;5;5;5;5;6;6;3;5;4;5;6;6;6;6;Refus de répondre;0;0;0;2;0;3;75;Appartement3;Appartement3
872.5995948683355;8.725995948683355;100;21010A00-;2018;Appartement3;2;4;0;1;0;0;0;0;1;4;NA;NA;3;5;5;5;4;5;4;5;5;5;4;4;De 1001 € à 1500 €;1;0;0;1;0;3;100;Appartement3;Appartement3
816.1372681415609;8.161372681415608;100;21010A00-;2018;Appartement3;2;4;0;1;0;0;0;0;1;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;2;2;0;2;0;3;100;Appartement3;Appartement3
872.5995948683355;12.46570849811908;70;21010A00-;2018;Appartement2;3;3;0;1;0;1;0;0;0;5;NA;NA;5;5;3;4;2;3;5;5;5;4;4;4;Refus de répondre;0;0;0;2;0;2;70;Appartement2;Appartement2
2053.1755173372603;13.687836782248402;150;21010A00-;2018;Appartement3;2;5;1;0;0;1;0;0;1;6;NA;NA;6;6;6;6;5;6;NA;6;6;6;6;6;Refus de répondre;2;0;0;2;0;3;150;Appartement3;Appartement3
862.3337172816492;9.58148574757388;90;21010A00-;2018;Appartement1;2;3;0;0;0;0;0;0;1;6;5;5;5;5;5;5;3;5;NA;4;5;5;5;5;Refus de répondre;0;0;0;2;0;1;90;Appartement1;Appartement1
718.611431068041;9.98071432038946;72;21010A00-;2018;Appartement2;2;4;0;0;0;0;0;0;1;4;5;4;4;4;5;5;4;4;5;5;5;6;5;4;Refus de répondre;2;0;0;2;0;2;72;Appartement2;Appartement2
564.6232672677465;8.066046675253522;70;21015A00-;2018;Appartement2;2;4;0;0;0;0;1;1;0;6;NA;6;6;6;6;6;4;6;NA;6;6;6;NA;6;De 2001 € à 2500 €;2;0;0;2;0;2;70;Appartement2;Appartement2
615.952655201178;7.699408190014725;80;21015A00-;2018;Appartement2;2;4;0;0;0;0;0;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1501 € à 2000 €;3;0;0;2;0;2;80;Appartement2;Appartement2
718.611431068041;8.982642888350513;80;21015A00-;2018;Appartement1;2;4;0;0;0;0;1;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 2001 € à 2500 €;3;0;0;2;0;1;80;Appartement1;Appartement1
718.611431068041;10.265877586686301;70;21015A00-;2018;Appartement3;2;4;0;0;0;0;1;1;1;6;6;5;5;6;6;6;5;6;6;6;6;6;6;6;De 1501 € à 2000 €;2;1;0;2;0;3;70;Appartement3;Appartement3
564.6232672677465;9.410387787795775;60;21015A00-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1501 € à 2000 €;3;0;0;2;0;1;60;Appartement1;Appartement1
461.9644914008835;6.599492734298336;70;21015A30-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;0;0;0;1;0;1;70;Appartement1;Appartement1
564.6232672677465;9.410387787795775;60;21015A30-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1501 € à 2000 €;1;0;0;2;0;1;60;Appartement1;Appartement1
800.7384517615315;10.009230647019143;80;21015A30-;2018;Appartement2;NA;4;0;0;0;0;1;0;0;6;6;6;6;6;5;6;5;6;6;6;6;6;6;6;De 1501 € à 2000 €;2;0;0;2;0;2;80;Appartement2;Appartement2
615.952655201178;7.699408190014725;80;21015A30-;2018;Appartement2;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;De 2001 € à 2500 €;3;0;0;2;0;2;80;Appartement2;Appartement2
636.4844103745506;9.092634433922152;70;21015A021;2018;Appartement2;2;3;0;0;0;0;1;0;1;5;5;5;5;6;4;5;4;4;5;5;5;5;5;5;De 1501 € à 2000 €;0;0;0;1;0;2;70;Appartement2;Appartement2
667.2820431346096;13.345640862692191;50;21015A021;2018;Appartement1;2;4;0;0;0;0;1;0;0;5;6;5;4;5;5;5;4;5;5;6;4;5;5;5;De 2001 € à 2500 €;3;0;0;2;0;1;50;Appartement1;Appartement1
667.2820431346096;8.89709390846146;75;21015A021;2018;Appartement2;2;3;0;0;0;0;1;0;1;5;4;5;6;5;4;4;3;5;5;5;5;5;4;4;De 2501 € à 3000 €;0;1;1;1;0;2;75;Appartement2;Appartement2
718.611431068041;9.332615987896636;77;21015A021;2018;Appartement2;2;3;0;0;0;0;0;0;1;5;5;4;5;4;5;4;3;5;6;5;5;5;6;5;De 2501 € à 3000 €;2;1;0;2;0;2;77;Appartement2;Appartement2
461.9644914008835;9.23928982801767;50;21015A00-;2018;Appartement1;2;3;0;0;0;0;1;0;1;4;4;4;4;5;4;4;3;5;3;4;4;4;4;4;De 1501 € à 2000 €;2;0;0;2;0;1;50;Appartement1;Appartement1
615.952655201178;11.199139185475964;55;21015A021;2018;Appartement1;2;3;0;0;0;0;0;0;1;4;5;6;6;5;4;4;3;6;4;5;5;5;5;4;De 3001 € à 3500 €;2;0;0;2;0;1;55;Appartement1;Appartement1
749.4090638281;9.992120851041333;75;21015A021;2018;Appartement2;2;3;0;0;0;0;0;0;1;5;5;5;5;5;5;5;4;6;5;6;5;5;5;5;De 2001 € à 2500 €;1;0;0;1;0;2;75;Appartement2;Appartement2
698.0796758946684;10.739687321456437;65;21015A021;2018;Appartement2;2;2;0;0;0;0;1;0;1;5;4;4;4;4;4;4;3;5;4;4;4;4;3;4;Refus de répondre;0;0;0;2;0;2;65;Appartement2;Appartement2
564.6232672677465;10.265877586686301;55;21015A021;2018;Appartement1;2;3;0;0;0;0;1;0;0;5;5;4;6;5;5;5;4;6;5;5;5;5;5;5;De 2501 € à 3000 €;2;1;0;2;0;1;55;Appartement1;Appartement1
667.2820431346096;10.265877586686301;65;21015A021;2018;Appartement2;2;2;0;0;0;0;1;0;1;5;5;5;5;4;4;4;3;5;3;4;3;4;4;3;De 1501 € à 2000 €;2;1;0;2;0;2;65;Appartement2;Appartement2
574.8891448544329;9.58148574757388;60;21015A021;2018;Appartement1;2;4;0;0;0;0;1;0;1;6;6;4;6;5;5;4;3;5;4;5;5;4;5;5;De 1001 € à 1500 €;1;0;0;2;0;1;60;Appartement1;Appartement1
692.9467371013253;10.660719032328082;65;21015A021;2018;Appartement2;2;2;0;0;0;0;1;0;1;6;6;5;6;4;3;4;3;5;4;4;3;4;4;4;De 1001 € à 1500 €;1;0;0;1;0;2;65;Appartement2;Appartement2
590.2879612344623;14.757199030861557;40;21015A021;2018;Studio;2;3;0;0;0;0;1;0;0;5;6;6;6;5;5;5;4;6;5;4;4;5;5;5;De 1001 € à 1500 €;0;0;0;1;0;0;40;Studio;Studio_Appartement0
615.952655201178;10.2658775866863;60;21013A41-;2018;Appartement2;1;1;0;0;1;1;0;0;1;2;4;6;3;3;2;2;1;2;2;5;2;2;2;2;De 1001 € à 1500 €;0;0;1;1;0;2;60;Appartement2;Appartement2
636.4844103745506;12.729688207491012;50;21013A41-;2018;Appartement2;1;4;0;0;0;0;0;0;0;6;5;NA;NA;6;6;3;2;5;5;3;6;6;5;NA;De 1001 € à 1500 €;0;0;1;1;0;2;50;Appartement2;Appartement2
513.2938793343151;8.554897988905251;60;21013A13-;2018;Appartement2;2;4;0;0;0;1;1;0;1;4;4;4;4;4;4;5;4;5;3;4;4;4;4;4;De 1001 € à 1500 €;0;0;2;0;0;2;60;Appartement2;Appartement2
2361.151844937849;9.838132687241037;240;21013A102;2018;Maison4;1;3;1;0;1;1;0;0;1;2;NA;NA;4;4;3;3;2;4;4;4;3;3;4;4;De 1501 € à 2000 €;0;0;6;1;0;6;240;Maison4;Maison4
975.2583707351986;10.836204119279984;90;21013A40-;2018;Appartement3;2;3;0;0;0;0;0;0;1;4;4;4;4;4;4;5;4;4;4;2;4;4;4;4;De 1001 € à 1500 €;0;0;1;0;0;3;90;Appartement3;Appartement3
923.928982801767;13.198985468596671;70;21013A00-;2018;Appartement2;2;4;0;0;0;0;0;0;1;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;De 2001 € à 2500 €;0;0;1;3;0;2;70;Appartement2;Appartement2
319.26879294594397;19.954299559121498;16;21013A01-;2018;NA;2;4;NA;NA;0;0;NA;0;NA;5;NA;NA;NA;NA;NA;NA;3;NA;NA;6;6;6;NA;NA;De 500 € à 1000 €;0;0;0;1;0;NA;16;NA;NA
821.2702069349041;6.843918391124201;120;21007A72-;2018;Appartement3;2;3;0;0;0;0;1;0;1;4;4;4;4;4;5;3;2;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;2;0;1;0;3;120;Appartement3;Appartement3
359.3057155340205;17.965285776701027;20;21013A101;2018;NA;2;1;NA;NA;1;1;NA;0;NA;4;NA;2;2;2;2;2;1;2;2;2;2;2;2;2;De 500 € à 1000 €;0;0;0;1;0;NA;20;NA;NA
718.611431068041;17.965285776701027;40;21013A51-;2018;Studio;2;3;0;0;0;0;0;0;1;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;1;0;40;Studio;Studio_Appartement0
564.6232672677465;11.29246534535493;50;21013A01-;2018;Appartement1;2;2;0;0;0;0;0;0;1;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;De 1501 € à 2000 €;0;0;0;1;0;1;50;Appartement1;Appartement1
461.9644914008835;11.549112285022087;40;21013A13-;2018;Appartement1;2;5;0;0;0;0;1;0;1;6;6;6;6;6;6;6;4;6;6;6;6;6;6;6;De 2001 € à 2500 €;0;0;0;1;0;1;40;Appartement1;Appartement1
205.31755173372602;5.1329387933431505;40;21013A151;2018;Studio;2;3;0;0;1;1;1;0;0;4;4;4;2;4;4;4;3;4;4;4;4;4;4;4;De 1001 € à 1500 €;0;0;0;0;1;0;40;Studio;Studio_Appartement0
359.3057155340205;17.965285776701027;20;21013A151;2018;NA;2;3;NA;NA;0;0;NA;0;NA;4;4;4;4;4;4;3;3;5;5;4;5;5;5;5;De 500 € à 1000 €;0;0;1;0;0;NA;20;NA;NA
564.6232672677465;9.410387787795775;60;21013A13-;2018;Appartement1;1;3;0;0;1;1;0;0;1;5;5;5;4;4;3;3;2;4;3;4;4;4;4;4;De 2001 € à 2500 €;0;0;0;2;0;1;60;Appartement1;Appartement1
307.976327600589;15.39881638002945;20;21013A41-;2018;NA;2;3;NA;NA;0;0;NA;0;NA;5;5;5;4;4;4;3;2;5;5;4;4;3;4;4;De 500 € à 1000 €;0;0;1;0;0;NA;20;NA;NA
769.9408190014725;12.832346983357874;60;21013A22-;2018;Appartement2;1;4;0;0;0;0;0;0;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;1;1;2;60;Appartement2;Appartement2
718.611431068041;10.265877586686301;70;21013A13-;2018;Appartement2;2;4;0;0;1;0;1;0;0;5;5;5;4;5;5;5;3;4;5;5;5;5;5;5;De 1501 € à 2000 €;1;1;0;1;0;2;70;Appartement2;Appartement2
503.0280017476287;10.060560034952575;50;21013A13-;2018;Appartement1;2;4;0;0;1;NA;1;0;0;4;4;4;4;4;3;3;4;3;3;3;4;4;4;2;De 1501 € à 2000 €;0;0;0;1;0;1;50;Appartement1;Appartement1
718.611431068041;13.065662383055292;55;21013A101;2018;Appartement1;2;4;0;0;0;0;1;0;1;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;De 2001 € à 2500 €;0;0;0;2;0;1;55;Appartement1;Appartement1
800.7384517615315;10.676512690153753;75;21010A00-;2018;Appartement2;1;4;0;0;0;0;0;0;1;6;NA;NA;6;6;5;3;2;4;5;5;6;5;5;4;Refus de répondre;0;0;0;2;0;2;75;Appartement2;Appartement2
554.3573896810602;9.23928982801767;60;21010A00-;2018;Appartement1;2;3;0;0;0;0;1;0;0;4;4;4;5;5;5;4;5;6;5;5;4;4;4;4;De 1001 € à 1500 €;1;0;0;2;0;1;60;Appartement1;Appartement1
687.8137983079821;13.756275966159642;50;21010A00-;2018;Appartement1;2;4;0;1;NA;0;0;0;0;6;NA;NA;6;6;3;2;1;6;NA;4;5;5;6;4;Refus de répondre;0;0;0;0;1;1;50;Appartement1;Appartement1
513.2938793343151;6.416173491678938;80;21015A54-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1001 € à 1500 €;0;0;1;1;0;1;80;Appartement1;Appartement1
384.97040950073625;7.699408190014725;50;21015A52-;2018;Appartement1;1;4;0;0;0;0;1;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1001 € à 1500 €;0;0;0;1;0;1;50;Appartement1;Appartement1
1000.9230647019143;12.511538308773929;80;21015A52-;2018;Appartement2;2;4;0;0;0;0;0;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 2501 € à 3000 €;0;0;0;2;0;2;80;Appartement2;Appartement2
379.8374707073931;5.426249581534187;70;21015A50-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1001 € à 1500 €;0;0;0;1;0;1;70;Appartement1;Appartement1
400.3692258807657;4.003692258807657;100;21015A50-;2018;Maison4;2;4;1;0;0;0;0;0;0;6;6;6;6;5;6;6;5;6;6;6;6;6;6;6;De 1501 € à 2000 €;0;0;1;1;0;7;100;Maison4;Maison4
615.952655201178;7.699408190014725;80;21015A50-;2018;Appartement2;2;4;0;0;0;0;0;1;1;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 2001 € à 2500 €;1;0;0;2;0;2;80;Appartement2;Appartement2
667.2820431346096;11.121367385576827;60;21015A50-;2018;Appartement2;2;4;0;0;0;0;1;0;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 1001 € à 1500 €;0;0;0;1;0;2;60;Appartement2;Appartement2
713.4784922746979;11.8913082045783;60;21015A54-;2018;Appartement1;2;4;0;0;0;0;1;0;0;6;6;6;5;6;6;6;5;6;6;6;6;6;6;6;De 500 € à 1000 €;0;0;0;1;0;1;60;Appartement1;Appartement1
513.2938793343151;73.3276970477593;7;21015A50-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;5;5;6;5;6;6;6;6;5;6;6;De 500 € à 1000 €;0;0;0;1;0;1;7;Appartement1;Appartement1
769.9408190014725;96.24260237518406;8;21015A50-;2018;Appartement2;2;4;0;8;0;0;1;1;1;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 2001 € à 2500 €;2;1;0;2;0;2;8;Appartement2;Appartement2
718.611431068041;11.97685718446735;60;21015A52-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 500 € à 1000 €;0;0;1;0;0;1;60;Appartement1;Appartement1
913.6631052150808;13.052330074501155;70;21015A50-;2018;Appartement2;NA;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;5;6;5;De 1501 € à 2000 €;2;0;0;2;0;2;70;Appartement2;Appartement2
667.2820431346096;9.532600616208708;70;21015A54-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;0;0;1;0;0;1;70;Appartement1;Appartement1
769.9408190014725;85.5489798890525;9;21015A53-;2018;Appartement2;NA;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;0;0;0;2;0;2;9;Appartement2;Appartement2
769.9408190014725;10.999154557163893;70;21015A50-;2018;Appartement2;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;Refus de répondre;2;1;0;2;0;2;70;Appartement2;Appartement2
400.3692258807657;8.007384517615314;50;21015A54-;2018;Appartement1;2;4;0;0;0;0;1;1;0;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;De 500 € à 1000 €;0;0;1;0;0;1;50;Appartement1;Appartement1
513.2938793343151;11.406530651873668;45;21015A53-;2018;Appartement1;1;3;0;0;0;0;1;1;0;3;4;4;5;5;5;4;3;4;4;4;4;4;4;4;De 500 € à 1000 €;0;0;1;0;0;1;45;Appartement1;Appartement1
646.750287961237;16.168757199030924;40;21015A53-;2018;Appartement1;1;4;0;0;NA;0;1;1;0;5;5;4;4;4;4;5;4;4;4;3;3;4;4;3;De 1001 € à 1500 €;1;0;0;1;0;1;40;Appartement1;Appartement1
574.8891448544329;9.58148574757388;60;21015A53-;2018;Appartement1;2;4;0;0;NA;0;1;0;0;5;4;3;4;4;4;5;4;5;3;4;5;3;3;NA;De 500 € à 1000 €;0;0;0;1;0;1;60;Appartement1;Appartement1
667.2820431346096;9.532600616208708;70;21015A30-;2018;Appartement1;2;5;0;0;NA;0;1;0;0;5;5;4;5;5;5;4;4;4;5;5;5;6;6;5;Refus de répondre;0;1;0;1;0;1;70;Appartement1;Appartement1
585.1550224411192;10.639182226202166;55;21015A53-;2018;Appartement1;2;3;0;0;0;0;1;0;1;4;4;5;4;4;5;4;3;5;4;5;5;4;5;5;De 2001 € à 2500 €;0;0;0;1;0;1;55;Appartement1;Appartement1
718.611431068041;11.97685718446735;60;21015A53-;2018;Appartement1;2;3;0;0;0;0;1;0;1;6;5;5;4;5;4;6;5;6;5;6;6;5;5;3;De 1501 € à 2000 €;1;0;0;2;0;1;60;Appartement1;Appartement1
749.4090638281;9.36761329785125;80;21015A53-;2018;Appartement2;2;4;0;0;0;0;1;0;1;6;4;5;4;3;4;4;4;5;4;5;5;4;5;5;Refus de répondre;0;0;1;1;0;2;80;Appartement2;Appartement2
713.4784922746979;11.8913082045783;60;21015A30-;2018;Appartement2;1;3;0;0;NA;0;1;0;1;5;4;4;4;4;3;4;3;3;5;4;4;4;3;4;Refus de répondre;2;0;0;2;0;2;60;Appartement2;Appartement2
1057.385391428689;13.217317392858613;80;21015A30-;2018;Appartement2;2;3;0;0;NA;0;1;0;0;5;5;4;4;3;5;4;3;4;4;4;5;4;4;3;Refus de répondre;2;0;1;1;0;2;80;Appartement2;Appartement2
718.611431068041;15.969142912623134;45;21015A30-;2018;Appartement1;1;3;0;0;NA;0;1;1;0;4;5;NA;4;NA;5;5;3;4;NA;6;5;5;4;NA;De 2001 € à 2500 €;0;0;0;1;0;1;45;Appartement1;Appartement1
718.611431068041;13.065662383055292;55;21015A30-;2018;Appartement1;2;4;0;0;1;0;1;0;1;4;4;6;5;5;5;5;4;5;4;NA;4;4;6;5;De 2501 € à 3000 €;0;0;0;2;0;1;55;Appartement1;Appartement1
667.2820431346096;7.4142449237178845;90;21015A32-;2018;Appartement2;2;4;0;0;0;0;1;0;1;6;4;4;5;4;5;NA;4;6;6;6;4;5;4;5;De 2501 € à 3000 €;0;0;0;2;0;2;90;Appartement2;Appartement2
564.6232672677465;8.686511804119178;65;21015A30-;2018;Appartement2;2;3;0;0;0;0;1;0;0;5;5;5;5;6;6;4;4;5;4;5;5;3;5;4;De 2001 € à 2500 €;1;0;0;1;0;2;65;Appartement2;Appartement2
667.2820431346096;11.121367385576827;60;21015A30-;2018;Appartement1;2;3;0;0;0;0;1;0;0;5;4;4;5;4;4;4;4;4;5;5;4;3;5;4;De 1501 € à 2000 €;0;0;0;1;0;1;60;Appartement1;Appartement1
1077.9171466020616;8.291670358477397;130;21018A04-;2018;Appartement3;2;4;0;0;0;0;0;0;1;5;5;5;5;5;5;NA;4;NA;5;5;5;5;5;5;De 3001 € à 3500 €;1;1;0;2;0;3;130;Appartement3;Appartement3
2155.8342932041232;13.473964332525771;160;21016A82-;2018;Appartement3;2;5;1;1;0;0;0;0;1;6;6;6;6;6;4;5;5;4;6;6;NA;6;6;6;Plus de 3500 €;1;0;0;2;0;3;160;Appartement3;Appartement3
1026.5877586686302;11.406530651873668;90;21004B45-;2018;Appartement2;NA;5;0;0;0;0;1;0;0;5;NA;6;4;6;6;6;3;6;6;6;6;6;6;5;De 2501 € à 3000 €;0;0;1;1;0;2;90;Appartement2;Appartement2
1740.066250943328;14.5005520911944;120;21004B421;2018;Appartement2;3;5;1;0;0;0;0;0;1;6;6;6;6;6;4;NA;5;NA;6;6;6;6;6;6;Refus de répondre;0;0;0;1;0;2;120;Appartement2;Appartement2
