LOY;LOYm2;Q11;INSSEC;annee_enquete;Q12;etat_2000_dbl_vitr;Q33;deuxieme_salle_bain;nbre_garage;convecteur;abs_regul_thermique;abs_espace_recreatif;abs_eau_chaude;rangement;etat_a_installation_elec;etat_b_installation_gaz;etat_c_evacuation_gaz;etat_d_chauffe_eau;etat_e_plomberie;etat_f_chassis;etat_g_isolation_thermique;etat_h_isolation_sonore;etat_i_chauffage;etat_j_escalier;etat_k_revetements_sol;etat_l_peintures_interieures;etat_m_cuisine;etat_n_sanitaires;etat_o_espaces_communs;REV;Q67a;Q67b;Q67c;Q67d;Q67e;Q14;m2;type_logement;type_logement2
783.1672848035325;12.048727458515884;65;21004F531;2017;Appartement2;1;4;0;1;NA;0;0;0;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;NA;NA;NA;2;1;2;65;Appartement2;Appartement2
730.956132483297;6.091301104027475;120;21004F531;2017;Appartement2;1;5;0;NA;NA;0;1;0;0;5;4;NA;4;5;3;4;5;5;5;5;4;5;5;5;Refus de répondre;NA;NA;NA;2;NA;2;120;Appartement2;Appartement2
574.3226755225905;8.571980231680456;67;21004A02-;2017;Appartement2;1;3;0;1;0;0;1;0;1;3;3;4;3;3;3;3;3;4;3;3;3;4;4;3;De 1501 € à 2000 €;2;0;0;2;0;2;67;Appartement2;Appartement2
469.9003708821195;9.39800741764239;50;21004A02-;2017;Appartement1;1;3;0;0;0;0;1;0;1;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;De 1001 € à 1500 €;3;0;0;2;0;1;50;Appartement1;Appartement1
417.689218561884;9.281982634708534;45;21004A02-;2017;Appartement1;2;3;0;0;0;0;1;0;0;3;4;4;3;3;4;4;5;4;4;4;3;4;3;3;De 2001 € à 2500 €;2;0;0;2;0;1;45;Appartement1;Appartement1
730.956132483297;11.245478961281492;65;21004A02-;2017;Appartement2;2;3;0;0;0;0;1;0;1;4;5;4;5;3;4;4;3;4;4;4;3;4;3;3;De 1501 € à 2000 €;2;0;0;2;0;2;65;Appartement2;Appartement2
783.1672848035325;10.4422304640471;75;21004A02-;2017;Appartement2;2;4;0;0;0;0;0;0;1;4;4;3;4;5;4;3;3;5;4;5;3;3;4;4;De 2501 € à 3000 €;0;0;1;2;0;2;75;Appartement2;Appartement2
710.0716715552028;10.924179562387735;65;21004A02-;2017;Appartement1;2;3;0;0;0;0;1;0;0;4;5;4;4;4;4;3;3;4;4;3;4;5;3;3;De 1501 € à 2000 €;1;0;0;2;0;1;65;Appartement1;Appartement1
569.1015602905669;7.113769503632087;80;21004A02-;2017;Appartement3;2;3;0;0;0;0;1;0;1;4;4;4;4;4;3;4;3;3;3;4;3;3;3;4;De 1501 € à 2000 €;3;0;0;2;0;3;80;Appartement3;Appartement3
887.5895894440034;8.875895894440035;100;21004A72-;2017;Appartement1;2;3;NA;0;0;0;0;1;1;4;4;4;3;3;4;4;4;3;4;4;3;5;4;3;De 3001 € à 3500 €;NA;NA;NA;2;NA;1;100;Appartement1;Appartement1
626.533827842826;10.4422304640471;60;21004A02-;2017;Appartement2;2;3;0;0;0;0;1;0;1;4;4;4;5;4;3;4;3;4;4;4;4;3;4;4;De 1501 € à 2000 €;1;0;0;1;0;2;60;Appartement2;Appartement2
417.689218561884;13.922973952062799;30;21004A02-;2017;NA;2;2;NA;NA;0;0;1;0;NA;1;3;3;3;3;2;2;1;3;2;2;1;1;2;2;De 1001 € à 1500 €;0;0;0;1;0;NA;30;NA;NA
417.689218561884;20.8844609280942;20;21004A02-;2017;NA;2;1;NA;NA;0;0;1;0;NA;2;3;3;3;2;2;3;3;4;2;2;2;2;3;2;De 500 € à 1000 €;0;0;1;0;0;NA;20;NA;NA
585.8091290330423;7.322614112913028;80;21004A02-;2017;Appartement3;2;3;0;0;0;0;1;0;1;3;3;4;5;4;3;3;3;4;3;3;4;3;4;4;De 1501 € à 2000 €;3;1;0;2;0;3;80;Appartement3;Appartement3
522.111523202355;7.458736045747928;70;21004A02-;2017;Appartement2;2;2;0;1;0;0;1;0;1;4;3;3;3;3;2;2;3;3;1;1;2;2;3;2;De 1001 € à 1500 €;2;0;0;2;0;2;70;Appartement2;Appartement2
678.7449801630614;9.696356859472306;70;21004A02-;2017;Appartement2;2;3;0;0;0;0;1;1;1;4;5;4;3;4;3;4;3;4;4;4;3;3;4;4;Refus de répondre;NA;NA;NA;2;NA;2;70;Appartement2;Appartement2
496.00594704223727;9.920118940844745;50;21004A72-;2017;Appartement1;2;2;0;0;0;0;0;0;1;3;3;3;3;3;2;3;2;4;3;3;2;3;3;3;De 1001 € à 1500 €;NA;NA;NA;2;NA;1;50;Appartement1;Appartement1
626.533827842826;10.4422304640471;60;21004A14-;2017;Appartement2;2;2;0;0;0;0;1;0;1;3;3;3;4;3;2;3;3;2;2;3;2;3;1;3;De 1501 € à 2000 €;3;0;0;2;0;2;60;Appartement2;Appartement2
2088.44609280942;18.985873570994727;110;21004A14-;2017;Appartement3;2;4;1;1;0;0;0;0;1;5;4;4;4;4;5;4;3;4;5;4;4;5;4;4;Refus de répondre;NA;NA;NA;2;NA;3;110;Appartement3;Appartement3
1879.601483528478;15.66334569607065;120;21004A14-;2017;Appartement3;2;4;0;1;0;0;0;0;1;5;4;3;3;4;4;3;4;4;3;4;4;3;4;4;Refus de répondre;0;0;1;0;0;3;120;Appartement3;Appartement3
1253.067655685652;12.53067655685652;100;21004A14-;2017;Appartement3;2;4;1;0;0;0;0;0;1;4;5;4;4;4;5;4;4;5;4;5;4;4;3;4;Refus de répondre;0;0;3;0;0;3;100;Appartement3;Appartement3
626.533827842826;8.950483254897515;70;21004A04-;2017;Appartement2;2;3;0;0;0;0;1;0;1;3;3;4;3;3;3;3;3;4;3;3;3;3;4;4;De 2501 € à 3000 €;NA;NA;NA;2;NA;2;70;Appartement2;Appartement2
642.1971735388967;10.703286225648277;60;21004A04-;2017;Appartement1;2;3;0;0;0;0;1;0;1;4;3;4;4;4;5;4;3;4;3;4;4;5;3;3;De 1501 € à 2000 €;NA;NA;NA;2;NA;1;60;Appartement1;Appartement1
417.689218561884;8.35378437123768;50;21010A10-;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;1;0;2;50;Appartement2;Appartement2
574.3226755225905;11.486453510451812;50;21010A10-;2017;Appartement1;2;4;0;0;0;0;1;0;1;5;4;5;5;4;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;0;0;1;1;50;Appartement1;Appartement1
804.0517457316266;11.48645351045181;70;21010A10-;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;4;4;5;5;5;5;5;5;Refus de répondre;0;0;0;0;1;1;70;Appartement1;Appartement1
542.9959841304492;9.04993306884082;60;21010A10-;2017;Appartement1;2;4;0;0;0;0;1;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;De 1501 € à 2000 €;1;1;0;2;0;1;60;Appartement1;Appartement1
730.956132483297;9.136951656041212;80;21010A10-;2017;Appartement2;2;4;0;0;0;0;1;0;1;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;De 2501 € à 3000 €;2;1;0;2;0;2;80;Appartement2;Appartement2
710.0716715552028;10.143881022217183;70;21010A10-;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;Refus de répondre;0;0;0;1;0;1;70;Appartement1;Appartement1
522.111523202355;8.70185872003925;60;21010A10-;2017;Appartement1;2;4;0;0;0;0;1;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;De 1001 € à 1500 €;2;0;0;1;0;1;60;Appartement1;Appartement1
449.0159099540253;7.4835984992337545;60;21010A10-;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;2;0;1;60;Appartement1;Appartement1
626.533827842826;12.53067655685652;50;21010A10-;2017;Appartement1;2;4;0;0;0;0;0;0;1;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;2;0;0;1;0;1;50;Appartement1;Appartement1
730.956132483297;10.4422304640471;70;21010A10-;2017;Appartement2;2;4;0;0;0;0;1;0;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;De 2001 € à 2500 €;3;0;0;2;0;2;70;Appartement2;Appartement2
689.1872106271086;9.845531580387265;70;21010A10-;2017;Appartement2;2;4;0;0;0;0;1;0;1;5;5;5;4;5;5;4;4;4;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;1;0;0;2;70;Appartement2;Appartement2
522.111523202355;8.70185872003925;60;21010A10-;2017;Appartement1;2;4;0;1;0;0;1;1;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;0;1;0;1;60;Appartement1;Appartement1
616.0915973787789;10.268193289646316;60;21017A12-;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;0;0;1;2;60;Appartement2;Appartement2
626.533827842826;8.950483254897515;70;21017A12-;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;2;1;0;2;0;2;70;Appartement2;Appartement2
626.533827842826;10.4422304640471;60;21017A12-;2017;Appartement2;2;4;0;0;0;0;0;0;1;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;0;1;2;60;Appartement2;Appartement2
678.7449801630614;9.696356859472306;70;21017A12-;2017;Maison2;2;4;0;0;0;0;0;0;1;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;Refus de répondre;0;0;0;0;2;2;70;Maison2;Maison1_2
678.7449801630614;9.696356859472306;70;21017A12-;2017;Appartement2;2;4;0;0;0;0;0;0;1;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;0;2;0;2;70;Appartement2;Appartement2
730.956132483297;9.136951656041212;80;21017A12-;2017;Appartement2;2;4;0;0;0;0;0;0;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;1;1;0;2;0;2;80;Appartement2;Appartement2
626.533827842826;10.4422304640471;60;21012A611;2017;Appartement1;2;2;0;NA;NA;0;1;0;1;3;1;1;2;2;5;2;3;1;NA;2;1;3;3;3;De 500 € à 1000 €;0;2;0;0;0;1;60;Appartement1;Appartement1
469.9003708821195;9.39800741764239;50;21012A672;2017;Appartement1;2;4;0;NA;0;0;1;0;1;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;De 1501 € à 2000 €;3;0;0;2;0;1;50;Appartement1;Appartement1
783.1672848035325;13.052788080058876;60;21012A611;2017;Appartement3;2;4;0;NA;NA;0;1;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;De 1001 € à 1500 €;4;0;0;2;0;3;60;Appartement3;Appartement3
699.6294410911557;13.992588821823114;50;21012A611;2017;Appartement1;2;2;0;NA;NA;0;0;0;0;3;3;1;1;2;1;3;4;2;3;3;1;1;2;2;Refus de répondre;1;0;2;2;0;1;50;Appartement1;Appartement1
678.7449801630614;10.4422304640471;65;21012A672;2017;Appartement2;2;1;NA;NA;NA;0;1;0;1;3;4;4;2;3;3;2;1;2;2;3;1;1;2;2;De 1001 € à 1500 €;3;0;0;2;0;2;65;Appartement2;Appartement2
365.4780662416485;7.30956132483297;50;21012A672;2017;Appartement2;2;2;0;NA;NA;0;0;0;1;3;4;3;4;3;4;3;3;4;3;3;3;3;3;3;De 1001 € à 1500 €;1;0;0;2;0;2;50;Appartement2;Appartement2
574.3226755225905;11.486453510451812;50;21012A672;2017;Appartement1;2;5;NA;NA;NA;0;0;0;0;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;De 500 € à 1000 €;0;0;2;0;0;1;50;Appartement1;Appartement1
730.956132483297;10.4422304640471;70;21012A60-;2017;Appartement3;2;2;0;NA;NA;0;0;0;1;4;4;4;3;3;3;3;3;3;3;4;4;4;3;4;De 1001 € à 1500 €;0;0;1;2;0;3;70;Appartement3;Appartement3
647.4182887709202;10.79030481284867;60;21012A60-;2017;Appartement2;2;4;0;NA;NA;0;1;0;1;4;4;4;4;4;4;3;3;4;4;3;4;3;3;4;De 1501 € à 2000 €;2;0;0;2;0;2;60;Appartement2;Appartement2
663.0816344669909;7.367573716299899;90;21012A60-;2017;Appartement2;1;2;NA;NA;NA;0;0;0;0;1;1;2;4;1;2;1;1;1;2;1;1;1;2;3;De 1001 € à 1500 €;2;0;0;2;0;2;90;Appartement2;Appartement2
652.6394040029437;10.040606215429904;65;21012A60-;2017;Appartement1;1;3;0;NA;NA;0;0;0;0;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;De 1501 € à 2000 €;1;1;0;2;0;1;65;Appartement1;Appartement1
751.8405934113912;12.53067655685652;60;21012A60-;2017;Appartement2;1;2;0;NA;NA;0;0;0;0;3;4;3;4;4;3;3;4;1;4;4;4;4;3;3;De 1501 € à 2000 €;NA;NA;NA;2;NA;2;60;Appartement2;Appartement2
673.5238649310379;13.470477298620757;50;21012A60-;2017;Appartement1;2;2;0;NA;NA;0;0;0;0;4;4;4;4;3;3;3;3;4;4;4;4;3;4;4;De 500 € à 1000 €;2;0;0;1;0;1;50;Appartement1;Appartement1
584.7649059866376;NA;NA;21012A60-;2017;Appartement2;2;4;0;NA;NA;0;1;0;0;4;4;4;4;4;4;3;4;4;3;4;4;3;4;4;De 500 € à 1000 €;2;0;0;1;0;2;NA;Appartement2;Appartement2
584.7649059866376;8.35378437123768;70;21012A60-;2017;Appartement3;2;3;0;NA;NA;0;1;0;1;4;4;4;4;2;4;3;3;4;4;4;4;3;3;4;De 1001 € à 1500 €;1;0;1;1;0;3;70;Appartement3;Appartement3
783.1672848035325;11.188104068621893;70;21012A60-;2017;Appartement1;2;2;0;NA;NA;0;0;0;0;3;2;3;2;2;2;3;3;3;3;3;2;2;2;3;De 1001 € à 1500 €;2;4;0;2;0;1;70;Appartement1;Appartement1
574.3226755225905;12.762726122724235;45;21012A62-;2017;Appartement1;2;4;0;NA;NA;0;1;0;0;4;4;4;3;3;3;3;3;4;4;3;4;4;4;4;Refus de répondre;0;0;0;1;0;1;45;Appartement1;Appartement1
574.3226755225905;19.14408918408635;30;21012A62-;2017;Appartement1;2;3;0;NA;NA;NA;1;0;0;3;2;3;2;2;2;3;3;2;NA;3;4;3;3;3;De 500 € à 1000 €;0;0;0;1;0;1;30;Appartement1;Appartement1
657.8605192349673;5.060465532576671;130;21012A62-;2017;Appartement3;2;4;1;NA;NA;0;0;0;0;4;4;4;4;4;4;4;4;4;NA;4;4;4;4;4;Refus de répondre;2;1;0;2;0;3;130;Appartement3;Appartement3
730.956132483297;10.4422304640471;70;21010A10-;2017;Appartement2;NA;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 2501 € à 3000 €;2;1;0;2;0;2;70;Appartement2;Appartement2
783.1672848035325;11.188104068621893;70;21010A10-;2017;Appartement2;2;4;0;0;0;0;1;0;1;5;5;5;5;5;5;5;5;5;NA;4;5;5;5;5;Refus de répondre;2;0;0;2;0;2;70;Appartement2;Appartement2
574.3226755225905;8.204609650322721;70;21006A515;2017;Appartement2;2;4;0;0;0;0;1;0;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;3;0;0;1;0;2;70;Appartement2;Appartement2
417.689218561884;10.4422304640471;40;21015A21-;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;1;1;2;0;1;40;Appartement1;Appartement1
542.9959841304492;6.787449801630615;80;21015A21-;2017;Appartement3;2;4;0;0;0;0;1;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;0;1;0;3;80;Appartement3;Appartement3
584.7649059866376;9.74608176644396;60;21015A111;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;De 1001 € à 1500 €;0;0;0;1;0;1;60;Appartement1;Appartement1
730.956132483297;10.4422304640471;70;21006A515;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 2501 € à 3000 €;1;1;0;2;0;2;70;Appartement2;Appartement2
678.7449801630614;9.696356859472306;70;21006A515;2017;Appartement1;2;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 3001 € à 3500 €;1;2;0;2;0;1;70;Appartement1;Appartement1
678.7449801630614;9.696356859472306;70;21006A001;2017;Appartement2;NA;4;0;0;0;0;1;0;0;4;4;4;4;4;4;4;5;5;5;5;4;5;5;5;De 2501 € à 3000 €;2;0;0;2;0;2;70;Appartement2;Appartement2
678.7449801630614;8.484312252038269;80;21006A001;2017;Appartement2;2;4;0;0;0;0;1;0;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;0;0;0;1;0;2;80;Appartement2;Appartement2
652.6394040029437;9.32342005718491;70;21006A001;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;0;0;0;1;0;1;70;Appartement1;Appartement1
730.956132483297;9.74608176644396;75;21006A001;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;Plus de 3500 €;1;1;0;2;0;2;75;Appartement2;Appartement2
626.533827842826;8.950483254897515;70;21006A001;2017;Appartement2;NA;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;De 1501 € à 2000 €;2;1;0;2;0;2;70;Appartement2;Appartement2
730.956132483297;10.4422304640471;70;21006A001;2017;Appartement2;1;4;0;0;0;0;1;0;0;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;De 2001 € à 2500 €;2;0;0;2;0;2;70;Appartement2;Appartement2
626.533827842826;8.950483254897515;70;21006A001;2017;Appartement1;NA;4;0;0;0;0;0;0;0;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;1;0;0;2;0;1;70;Appartement1;Appartement1
626.533827842826;8.950483254897515;70;21006A011;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;0;0;0;1;0;2;70;Appartement2;Appartement2
1200.8565033654165;10.916877303321968;110;21006A011;2017;Appartement4;2;4;1;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;1;2;1;2;0;4;110;Appartement4;Appartement4
522.111523202355;13.052788080058875;40;21006A011;2017;Maison1;2;4;0;0;0;0;1;0;0;4;4;4;4;5;5;5;5;5;5;5;4;4;5;4;De 1001 € à 1500 €;0;0;1;0;0;1;40;Maison1;Maison1_2
751.8405934113912;12.53067655685652;60;21006A011;2017;Appartement2;2;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;3;0;0;2;0;2;60;Appartement2;Appartement2
730.956132483297;7.30956132483297;100;21006A011;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;4;4;4;4;5;5;5;5;5;5;5;4;5;5;Refus de répondre;0;0;0;2;0;2;100;Appartement2;Appartement2
626.533827842826;10.4422304640471;60;21006A001;2017;Appartement2;2;4;0;0;1;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;1;1;0;2;60;Appartement2;Appartement2
626.533827842826;10.4422304640471;60;21006A001;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;NA;5;5;5;4;5;De 1001 € à 1500 €;0;0;0;0;1;2;60;Appartement2;Appartement2
562.000843575015;9.36668072625025;60;21006A001;2017;Appartement1;2;4;0;0;0;0;1;0;0;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;1;0;1;60;Appartement1;Appartement1
678.7449801630614;9.696356859472306;70;21006A001;2017;Appartement1;2;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;De 1501 € à 2000 €;0;0;1;0;0;1;70;Appartement1;Appartement1
783.1672848035325;11.188104068621893;70;21017A240;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1501 € à 2000 €;0;0;1;1;0;2;70;Appartement2;Appartement2
678.7449801630614;11.312416336051024;60;21017A240;2017;Appartement1;2;4;0;0;0;0;0;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;1;0;1;60;Appartement1;Appartement1
835.378437123768;10.4422304640471;80;21017A240;2017;Appartement2;NA;4;0;0;0;0;0;1;0;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;2;0;1;0;2;80;Appartement2;Appartement2
835.378437123768;10.4422304640471;80;21017A240;2017;Appartement3;2;4;0;0;0;0;0;0;0;3;4;3;3;3;3;4;4;4;4;5;5;4;5;3;De 2001 € à 2500 €;2;1;0;2;0;3;80;Appartement3;Appartement3
574.3226755225905;11.486453510451812;50;21017A240;2017;Appartement1;NA;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;0;1;0;1;50;Appartement1;Appartement1
522.111523202355;10.4422304640471;50;21017A230;2017;Appartement1;2;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Refus de répondre;0;0;1;0;0;1;50;Appartement1;Appartement1
730.956132483297;10.4422304640471;70;21003A10-;2017;Appartement1;2;4;0;0;0;0;1;0;0;4;4;5;4;4;5;4;5;5;5;5;5;5;4;5;De 1001 € à 1500 €;1;0;0;1;0;1;70;Appartement1;Appartement1
522.111523202355;10.4422304640471;50;21003A10-;2017;Appartement1;2;4;0;0;0;0;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;De 1001 € à 1500 €;0;0;0;1;0;1;50;Appartement1;Appartement1
730.956132483297;12.18260220805495;60;21012A11-;2017;Appartement2;2;3;0;0;0;0;0;0;1;3;5;3;3;3;5;5;3;3;3;3;3;3;3;3;De 500 € à 1000 €;0;0;0;1;0;2;60;Appartement2;Appartement2
626.533827842826;10.4422304640471;60;21001B11-;2017;Appartement1;2;4;0;0;0;0;0;0;1;5;5;5;5;5;5;4;2;4;3;4;5;5;5;4;De 1001 € à 1500 €;0;0;0;1;0;1;60;Appartement1;Appartement1
522.111523202355;9.492936785497363;55;21001B11-;2017;Appartement2;2;3;0;0;0;0;0;0;0;3;5;5;5;5;5;3;3;5;5;1;2;3;5;3;De 3001 € à 3500 €;0;0;1;0;0;2;55;Appartement2;Appartement2
542.9959841304492;7.757085487577846;70;21012A811;2017;Appartement1;1;3;0;0;0;0;0;0;1;3;3;NA;3;1;2;3;1;2;2;2;1;1;2;5;Refus de répondre;0;1;0;1;0;1;70;Appartement1;Appartement1
730.956132483297;8.121734805369966;90;21012A822;2017;Appartement2;2;4;0;0;0;0;0;0;1;5;5;NA;NA;1;3;1;1;1;1;2;1;4;1;1;Refus de répondre;0;0;0;1;0;2;90;Appartement2;Appartement2
887.5895894440034;9.245724890041702;96;21012A822;2017;Appartement2;3;4;0;1;0;0;0;0;0;4;4;4;4;4;4;4;3;4;4;5;3;4;4;3;De 2501 € à 3000 €;0;0;2;2;0;2;96;Appartement2;Appartement2
1253.067655685652;8.466673349227378;148;21012A822;2017;Appartement3;2;4;1;1;0;0;0;0;1;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;De 2001 € à 2500 €;0;1;2;1;0;3;148;Appartement3;Appartement3
657.8605192349673;10.964341987249457;60;21012A13-;2017;Appartement3;2;4;0;0;0;0;1;0;0;5;NA;NA;5;4;4;5;5;5;5;5;3;4;4;5;Refus de répondre;0;2;1;2;0;3;60;Appartement3;Appartement3
626.533827842826;10.4422304640471;60;21012A10-;2017;Appartement1;1;2;0;0;0;0;1;0;0;2;2;2;2;2;2;1;1;2;1;3;3;4;4;3;De 1501 € à 2000 €;3;0;0;2;0;1;60;Appartement1;Appartement1
469.9003708821195;18.79601483528478;25;21012A13-;2017;Studio;NA;4;0;0;0;0;1;0;0;5;3;2;NA;3;4;4;4;3;3;4;2;3;3;3;De 1001 € à 1500 €;0;0;0;1;0;0;25;Studio;Studio_Appartement0
496.00594704223727;8.1312450334793;61;21012A13-;2017;Studio;NA;3;0;0;0;0;0;0;0;5;5;3;NA;3;4;4;3;4;5;2;4;3;4;2;Refus de répondre;0;0;0;1;0;0;61;Studio;Studio_Appartement0
605.6493669147318;12.112987338294635;50;21004E8MJ;2017;Appartement1;2;3;NA;0;0;0;1;0;1;4;4;4;3;3;4;4;3;4;4;3;3;4;4;3;De 1501 € à 2000 €;NA;NA;NA;2;NA;1;50;Appartement1;Appartement1
605.6493669147318;12.112987338294635;50;21004E8MJ;2017;Appartement1;1;2;0;0;1;0;1;0;0;4;2;4;1;2;3;3;3;2;3;4;3;4;3;3;De 1501 € à 2000 €;3;0;0;2;0;1;50;Appartement1;Appartement1
741.3983629473441;11.40612866072837;65;21004E83-;2017;Appartement1;2;4;0;0;0;0;1;0;1;4;4;4;5;4;3;3;4;4;4;4;4;3;3;4;De 2501 € à 3000 €;NA;NA;NA;2;NA;1;65;Appartement1;Appartement1
689.1872106271086;8.614840132838857;80;21004E83-;2017;Appartement2;2;3;0;0;0;0;1;1;1;4;4;4;3;4;5;4;3;4;5;4;4;4;4;4;De 2001 € à 2500 €;3;1;0;2;0;2;80;Appartement2;Appartement2
877.1473589799564;10.31938069388184;85;21004E83-;2017;Appartement2;2;4;0;0;NA;0;0;0;0;4;5;4;4;4;3;3;3;4;5;4;3;4;4;4;De 1501 € à 2000 €;2;0;0;2;0;2;85;Appartement2;Appartement2
699.6294410911557;10.763529862940857;65;21004E83-;2017;Appartement2;2;3;0;0;0;0;0;0;0;4;4;3;5;4;4;4;3;4;4;5;4;4;4;3;De 1001 € à 1500 €;3;0;0;2;0;2;65;Appartement2;Appartement2
772.7250543394854;11.038929347706935;70;21004E83-;2017;Appartement2;2;3;0;NA;0;0;0;0;0;4;3;4;4;3;4;4;4;4;4;4;4;4;3;4;De 1501 € à 2000 €;2;0;0;1;0;2;70;Appartement2;Appartement2
720.5139020192498;12.008565033654163;60;21004E83-;2017;Appartement1;2;4;0;0;0;0;1;0;0;5;4;3;4;4;3;4;4;3;4;4;3;4;4;4;De 1501 € à 2000 €;0;0;0;1;0;1;60;Appartement1;Appartement1
699.6294410911557;11.660490684852595;60;21004E83-;2017;Appartement1;2;3;0;0;0;0;1;0;0;4;3;5;4;3;4;4;3;4;4;3;4;3;4;5;Refus de répondre;1;0;0;2;0;1;60;Appartement1;Appartement1
793.6095152675796;9.920118940844745;80;21004E83-;2017;Appartement2;2;3;0;0;0;0;0;0;0;4;4;3;4;3;4;3;3;4;5;3;3;4;4;4;De 1501 € à 2000 €;1;0;0;1;0;2;80;Appartement2;Appartement2
673.5238649310379;8.419048311637974;80;21003A00-;2017;Appartement2;2;3;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;De 1001 € à 1500 €;0;1;0;1;0;2;80;Appartement2;Appartement2
438.5736794899782;6.26533827842826;70;21003A00-;2017;Appartement2;2;4;0;0;0;0;1;0;0;4;5;5;5;5;5;5;5;5;5;5;4;4;5;5;De 1001 € à 1500 €;0;0;0;1;0;2;70;Appartement2;Appartement2
